t,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
1.00000000e+00,1.12152808e+07,1.05553332e+07,1.00851655e+07,9.69016735e+06,9.14544508e+06,8.48292077e+06,7.93817375e+06,7.52021741e+06,6.99529697e+06,6.35614357e+06,5.81309476e+06,5.28996783e+06,4.62678211e+06,4.05198501e+06,3.57280624e+06,2.87563796e+06,2.23026869e+06,1.63107495e+06,9.45897525e+05,3.37159543e+05
1.00800000e+00,1.13617017e+07,1.06630265e+07,1.01585411e+07,9.73686216e+06,9.17107909e+06,8.48684169e+06,7.92275493e+06,7.49596725e+06,6.96594260e+06,6.31387939e+06,5.76184138e+06,5.24774044e+06,4.59338583e+06,4.01327024e+06,3.53365798e+06,2.84414909e+06,2.20631506e+06,1.62046068e+06,9.42221480e+05,3.35248805e+05
1.01600000e+00,1.15227514e+07,1.07859915e+07,1.02455324e+07,9.79456496e+06,9.20680818e+06,8.50141970e+06,7.91743381e+06,7.47955973e+06,6.94259172e+06,6.27715377e+06,5.71585251e+06,5.21014834e+06,4.56386809e+06,3.97713334e+06,3.49573305e+06,2.81362905e+06,2.18352244e+06,1.61088242e+06,9.39201897e+05,3.33481619e+05
1.02400000e+00,1.16977379e+07,1.09237034e+07,1.03457694e+07,9.86299286e+06,9.25235412e+06,8.52636910e+06,7.92196658e+06,7.47084327e+06,6.92522378e+06,6.24606034e+06,5.67519317e+06,5.17708638e+06,4.53804294e+06,3.94353389e+06,3.45918285e+06,2.78424915e+06,2.16190466e+06,1.60218421e+06,9.36677778e+05,3.31818411e+05
1.03200000e+00,1.18859436e+07,1.10755869e+07,1.04588377e+07,9.94184200e+06,9.30742407e+06,8.56137595e+06,7.93607550e+06,7.46964664e+06,6.91381250e+06,6.22068363e+06,5.63990795e+06,5.14842655e+06,4.51571180e+06,3.91243360e+06,3.42416766e+06,2.75618255e+06,2.14146543e+06,1.59419516e+06,9.34478258e+05,3.30217575e+05
1.04000000e+00,1.20866298e+07,1.12410165e+07,1.05842763e+07,1.00307853e+07,9.37171195e+06,8.60610313e+06,7.95945418e+06,7.47577994e+06,6.90832168e+06,6.20109354e+06,5.61001985e+06,5.12402274e+06,4.49666946e+06,3.88379731e+06,3.39085166e+06,2.72959880e+06,2.12219829e+06,1.58673495e+06,9.32427869e+05,3.28636761e+05
1.04800000e+00,1.22990410e+07,1.14193179e+07,1.07215761e+07,1.01294710e+07,9.44489951e+06,8.66019478e+06,7.99177220e+06,7.48903549e+06,6.90870132e+06,6.18734052e+06,5.58552964e+06,5.10371557e+06,4.48070974e+06,3.85759345e+06,3.35939766e+06,2.70465858e+06,2.10408716e+06,1.57961961e+06,9.30352071e+05,3.27034195e+05
1.05600000e+00,1.25224084e+07,1.16097692e+07,1.08701794e+07,1.02375212e+07,9.52665719e+06,8.72328010e+06,8.03267926e+06,7.50918849e+06,6.91488420e+06,6.17945148e+06,5.56641578e+06,5.08733717e+06,4.46763047e+06,3.83379382e+06,3.32996168e+06,2.68150881e+06,2.08710733e+06,1.57266778e+06,9.28082857e+05,3.25370008e+05
1.06400000e+00,1.27559520e+07,1.18116034e+07,1.10294807e+07,1.03545317e+07,9.61664465e+06,8.79497621e+06,8.08180850e+06,7.53599769e+06,6.92678302e+06,6.17742653e+06,5.55263482e+06,5.07471571e+06,4.45723784e+06,3.81237291e+06,3.30268760e+06,2.66027828e+06,2.07122679e+06,1.56570689e+06,9.25464213e+05,3.23607519e+05
1.07200000e+00,1.29988824e+07,1.20240113e+07,1.11988288e+07,1.04800717e+07,9.71451099e+06,8.87489026e+06,8.13877931e+06,7.56920605e+06,6.94428828e+06,6.18123668e+06,5.54412219e+06,5.06567950e+06,4.44934987e+06,3.79330678e+06,3.27770219e+06,2.64107379e+06,2.05640800e+06,1.55857912e+06,9.22357232e+05,3.21714412e+05
1.08000000e+00,1.32504016e+07,1.22461444e+07,1.13775289e+07,1.06136848e+07,9.81989462e+06,8.96262064e+06,8.20319930e+06,7.60854135e+06,6.96726685e+06,6.19082232e+06,5.54079328e+06,5.06006055e+06,4.44379912e+06,3.77657170e+06,3.25511054e+06,2.62397721e+06,2.04260966e+06,1.55114692e+06,9.18644659e+05,3.19663785e+05
1.08800000e+00,1.35097033e+07,1.24771195e+07,1.15648474e+07,1.07548900e+07,9.93242287e+06,9.05775746e+06,8.27466587e+06,7.65371706e+06,6.99556135e+06,6.20609263e+06,5.54254462e+06,5.05769739e+06,4.44043455e+06,3.76214259e+06,3.23499235e+06,2.60904311e+06,2.02978862e+06,1.54329773e+06,9.14234691e+05,3.17435001e+05
1.09600000e+00,1.37759724e+07,1.27160222e+07,1.17600155e+07,1.09031827e+07,1.00517112e+07,9.15988236e+06,8.35276721e+06,7.70443326e+06,7.02899027e+06,6.22692562e+06,5.54925516e+06,5.05843724e+06,4.43912250e+06,3.74999160e+06,3.21739894e+06,2.59629738e+06,2.01790164e+06,1.53494772e+06,9.09063863e+05,3.15014333e+05
1.10400000e+00,1.40483844e+07,1.29619119e+07,1.19622346e+07,1.10580369e+07,1.01773623e+07,9.26856776e+06,8.43708299e+06,7.76037785e+06,7.06734874e+06,6.25316882e+06,5.56078735e+06,5.06213728e+06,4.43974713e+06,3.74008672e+06,3.20235135e+06,2.58573663e+06,2.00690691e+06,1.52604439e+06,9.03098904e+05,3.12395359e+05
1.11200000e+00,1.43261042e+07,1.32138268e+07,1.21706820e+07,1.12189071e+07,1.03089651e+07,9.38337581e+06,8.52718486e+06,7.82122790e+06,7.11040994e+06,6.28464050e+06,5.57698818e+06,5.06866518e+06,4.44220997e+06,3.73239074e+06,3.18983945e+06,2.57732838e+06,1.99676527e+06,1.51656795e+06,8.96337490e+05,3.09579099e+05
1.12000000e+00,1.46082858e+07,1.34707883e+07,1.23845164e+07,1.13852299e+07,1.04460929e+07,9.50385699e+06,8.62263677e+06,7.88665132e+06,7.15792709e+06,6.32113125e+06,5.59768986e+06,5.07789880e+06,4.44642908e+06,3.72686054e+06,3.17982217e+06,2.57101206e+06,1.98744101e+06,1.50653124e+06,8.88807863e+05,3.06573891e+05
1.12800000e+00,1.48940704e+07,1.37318067e+07,1.26028833e+07,1.15564265e+07,1.05883032e+07,9.62954880e+06,8.72299533e+06,7.95630866e+06,7.20963573e+06,6.36240581e+06,5.62271035e+06,5.08972525e+06,4.45233768e+06,3.72344678e+06,3.17222877e+06,2.56670070e+06,1.97890223e+06,1.49597850e+06,8.80567345e+05,3.03395012e+05
1.13600000e+00,1.51825868e+07,1.39958854e+07,1.28249208e+07,1.17319040e+07,1.07351353e+07,9.75997436e+06,8.82781023e+06,8.02985512e+06,7.26525637e+06,6.40820513e+06,5.65185357e+06,5.10403925e+06,4.45988235e+06,3.72209397e+06,3.16696103e+06,2.56428329e+06,1.97112078e+06,1.48498278e+06,8.71699833e+05,3.00064065e+05
1.14400000e+00,1.54729502e+07,1.42620264e+07,1.30497650e+07,1.19110579e+07,1.08861101e+07,9.89464134e+06,8.93662474e+06,8.10694261e+06,7.32449732e+06,6.45824853e+06,5.68490943e+06,5.12074106e+06,4.46902097e+06,3.72274095e+06,3.16389639e+06,2.56362760e+06,1.96407178e+06,1.47364232e+06,8.62312376e+05,2.96608152e+05
1.15200000e+00,1.57642628e+07,1.45292343e+07,1.32765543e+07,1.20932734e+07,1.10407287e+07,1.00330411e+07,9.04897639e+06,8.18722186e+06,7.38705752e+06,6.51223586e+06,5.72165370e+06,5.13973401e+06,4.47972049e+06,3.72532162e+06,3.16289170e+06,2.56458347e+06,1.95773278e+06,1.46207596e+06,8.52531020e+05,2.93058889e+05
1.16000000e+00,1.60556141e+07,1.47965209e+07,1.35044342e+07,1.22779272e+07,1.11984721e+07,1.01746482e+07,9.16439780e+06,8.27034448e+06,7.45262932e+06,6.56984977e+06,5.76184782e+06,5.16092182e+06,4.49195451e+06,3.72976600e+06,3.16378747e+06,2.56698640e+06,1.95208273e+06,1.45041794e+06,8.42496085e+05,2.89451276e+05
1.16800000e+00,1.63460817e+07,1.50629090e+07,1.37325610e+07,1.24643886e+07,1.13588011e+07,1.03189206e+07,9.28241758e+06,8.35596481e+06,7.52090114e+06,6.63075788e+06,5.80523872e+06,5.18420586e+06,4.50570076e+06,3.73600125e+06,3.16641244e+06,2.57066132e+06,1.94710066e+06,1.43881220e+06,8.32357094e+05,2.85822505e+05
1.17600000e+00,1.66347333e+07,1.53274362e+07,1.39601049e+07,1.26520213e+07,1.15211562e+07,1.04652998e+07,9.40256146e+06,8.44374155e+06,7.59155982e+06,6.69461502e+06,5.85155888e+06,5.20948253e+06,4.52093867e+06,3.74395284e+06,3.17058825e+06,2.57542645e+06,1.94276448e+06,1.42740661e+06,8.22267560e+05,2.82210719e+05
1.18400000e+00,1.69206279e+07,1.55891577e+07,1.41862528e+07,1.28401843e+07,1.16849584e+07,1.06132121e+07,9.52435334e+06,8.53333913e+06,7.66429270e+06,6.76106539e+06,5.90052650e+06,5.23664078e+06,4.53764686e+06,3.75354556e+06,3.17613394e+06,2.58109709e+06,1.93904969e+06,1.41634720e+06,8.12379853e+05,2.78653799e+05
1.19200000e+00,1.72028189e+07,1.58471494e+07,1.44102105e+07,1.30282334e+07,1.18496107e+07,1.07620699e+07,9.64731650e+06,8.62442856e+06,7.73878932e+06,6.82974477e+06,5.95184609e+06,5.26556008e+06,4.55580080e+06,3.76470427e+06,3.18287019e+06,2.58748931e+06,1.93592830e+06,1.40577281e+06,8.02840324e+05,2.75188202e+05
1.20000000e+00,1.74803563e+07,1.61005101e+07,1.46312043e+07,1.32155224e+07,1.20144992e+07,1.09112737e+07,9.77097470e+06,8.71668799e+06,7.81474265e+06,6.90028265e+06,6.00520939e+06,5.29610877e+06,4.57537057e+06,3.77735444e+06,3.19062303e+06,2.59442337e+06,1.93336805e+06,1.39581027e+06,7.93784874e+05,2.71847904e+05
1.20800000e+00,1.77522902e+07,1.63483638e+07,1.48484822e+07,1.34014043e+07,1.21789959e+07,1.10602144e+07,9.89485325e+06,8.80980270e+06,7.89185001e+06,6.97230444e+06,6.06029680e+06,5.32814294e+06,4.59631880e+06,3.79142231e+06,3.19922705e+06,2.60172689e+06,1.93133181e+06,1.38657028e+06,7.85335111e+05,2.68663473e+05
1.21600000e+00,1.80176737e+07,1.65898607e+07,1.50613144e+07,1.35852325e+07,1.23424606e+07,1.12082758e+07,1.00184801e+07,8.90346473e+06,7.96981341e+06,7.04543360e+06,6.11677915e+06,5.36150589e+06,4.61859877e+06,3.80683465e+06,3.20852783e+06,2.60923750e+06,1.92977748e+06,1.37814417e+06,7.77595194e+05,2.65661304e+05
1.22400000e+00,1.82755669e+07,1.68241793e+07,1.52689940e+07,1.37663627e+07,1.25042447e+07,1.13548381e+07,1.01413866e+07,8.99737201e+06,8.04833966e+06,7.11929377e+06,6.17432003e+06,5.39602818e+06,4.64215283e+06,3.82351817e+06,3.21838371e+06,2.61680527e+06,1.92865809e+06,1.37060164e+06,7.70649443e+05,2.62863018e+05
1.23200000e+00,1.85250403e+07,1.70505265e+07,1.54708371e+07,1.39441537e+07,1.26636939e+07,1.14992807e+07,1.02631085e+07,9.09122718e+06,8.12713996e+06,7.19351083e+06,6.23257836e+06,5.43152819e+06,4.66691100e+06,3.84139858e+06,3.22866669e+06,2.62429445e+06,1.92792238e+06,1.36398936e+06,7.64560755e+05,2.60285060e+05
1.24000000e+00,1.87651791e+07,1.72681392e+07,1.56661821e+07,1.41179694e+07,1.28201524e+07,1.16409862e+07,1.03831867e+07,9.18473604e+06,8.20592921e+06,7.26771491e+06,6.29121142e+06,5.46781331e+06,4.69278993e+06,3.86039931e+06,3.23926279e+06,2.63158489e+06,1.92751562e+06,1.35833058e+06,7.59369801e+05,2.57938473e+05
1.24800000e+00,1.89950867e+07,1.74762839e+07,1.58543901e+07,1.42871803e+07,1.29729667e+07,1.17793436e+07,1.05011680e+07,9.27760584e+06,8.28442513e+06,7.34154229e+06,6.34987793e+06,5.50468149e+06,4.71969217e+06,3.88044006e+06,3.25007156e+06,2.63857291e+06,1.92738073e+06,1.35362561e+06,7.55094992e+05,2.55828844e+05
1.25600000e+00,1.92138887e+07,1.76742579e+07,1.60348437e+07,1.44511650e+07,1.31214894e+07,1.19137523e+07,1.06166056e+07,9.36954344e+06,8.36234708e+06,7.41463711e+06,6.40824142e+06,5.54192324e+06,4.74750573e+06,3.90143522e+06,3.26100514e+06,2.64517169e+06,1.92745954e+06,1.34985308e+06,7.51733137e+05,2.53956428e+05
1.26400000e+00,1.94207370e+07,1.78613886e+07,1.62069469e+07,1.46093119e+07,1.32650832e+07,1.20436256e+07,1.07290600e+07,9.46025342e+06,8.43941482e+06,7.48665293e+06,6.46597344e+06,5.57932390e+06,4.77610400e+06,3.92329222e+06,3.27198682e+06,2.65131124e+06,1.92769422e+06,1.34697181e+06,7.49260700e+05,2.52316407e+05
1.27200000e+00,1.96148134e+07,1.80370343e+07,1.63701243e+07,1.47610207e+07,1.34031253e+07,1.21683947e+07,1.08380994e+07,9.54943637e+06,8.51534724e+06,7.55725414e+06,6.52275670e+06,5.61666606e+06,4.80534605e+06,3.94591000e+06,3.28294919e+06,2.65693794e+06,1.92802870e+06,1.34492321e+06,7.47635561e+05,2.50899276e+05
1.28000000e+00,1.97953337e+07,1.82005839e+07,1.65238203e+07,1.49057045e+07,1.35350111e+07,1.22875116e+07,1.09433012e+07,9.63678732e+06,8.58986117e+06,7.62611699e+06,6.57828801e+06,5.65373211e+06,4.83507720e+06,3.96917771e+06,3.29383222e+06,2.66201369e+06,1.92841003e+06,1.34363410e+06,7.46799169e+05,2.49691322e+05
1.28800000e+00,1.99615506e+07,1.83514571e+07,1.66674991e+07,1.50427905e+07,1.36601572e+07,1.24004530e+07,1.10442519e+07,9.72199451e+06,8.66267023e+06,7.69293058e+06,6.63228075e+06,5.69030671e+06,4.86512994e+06,3.99297355e+06,3.30458111e+06,2.66651483e+06,1.92878961e+06,1.34301960e+06,7.46678961e+05,2.48675187e+05
1.29600000e+00,2.01127575e+07,1.84891045e+07,1.68006438e+07,1.51717224e+07,1.37780057e+07,1.25067227e+07,1.11405489e+07,9.80473851e+06,8.73348398e+06,7.75739738e+06,6.68446702e+06,5.72617911e+06,4.89532512e+06,4.01716414e+06,3.31514427e+06,2.67043067e+06,1.92912424e+06,1.34298618e+06,7.47190936e+05,2.47830466e+05
1.30400000e+00,2.02482916e+07,1.86130076e+07,1.69227562e+07,1.52919611e+07,1.38880262e+07,1.26058548e+07,1.12318012e+07,9.88469182e+06,8.80200728e+06,7.81923370e+06,6.73459921e+06,5.76114526e+06,4.92547343e+06,4.04160417e+06,3.32547138e+06,2.67376197e+06,1.92937688e+06,1.34343460e+06,7.48242288e+05,2.47134335e+05
1.31200000e+00,2.03675363e+07,1.87226796e+07,1.70333573e+07,1.54029867e+07,1.39897188e+07,1.26974156e+07,1.13176302e+07,9.96151895e+06,8.86794007e+06,7.87816980e+06,6.78245109e+06,5.79500967e+06,4.95537703e+06,4.06613657e+06,3.33551174e+06,2.67651914e+06,1.92951713e+06,1.34426265e+06,7.49733988e+05,2.46562177e+05
1.32000000e+00,2.04699242e+07,1.88176652e+07,1.71319870e+07,1.55042993e+07,1.40826161e+07,1.27810055e+07,1.13976716e+07,1.00348770e+07,8.93097738e+06,7.93394990e+06,6.82781823e+06,5.82758682e+06,4.98483144e+06,4.09059309e+06,3.34521287e+06,2.67872047e+06,1.92952142e+06,1.34536762e+06,7.51563262e+05,2.46088195e+05
1.32800000e+00,2.05549386e+07,1.88975417e+07,1.72182048e+07,1.55954204e+07,1.41662843e+07,1.28562605e+07,1.14715762e+07,1.01044166e+07,8.99080992e+06,7.98633193e+06,6.87051797e+06,5.85870223e+06,5.01362743e+06,4.11479542e+06,3.35451947e+06,2.68039028e+06,1.92937286e+06,1.34664848e+06,7.53625869e+05,2.45685990e+05
1.33600000e+00,2.06221156e+07,1.89619197e+07,1.72915908e+07,1.56758944e+07,1.42403251e+07,1.29228528e+07,1.15390111e+07,1.01697838e+07,9.04712492e+06,8.03508730e+06,6.91038879e+06,5.88819311e+06,5.04155307e+06,4.13855662e+06,3.36337276e+06,2.68155709e+06,1.92906082e+06,1.34800762e+06,7.55818174e+05,2.45329093e+05
1.34400000e+00,2.06710454e+07,1.90104439e+07,1.73517468e+07,1.57452895e+07,1.43043755e+07,1.29804913e+07,1.15996609e+07,1.02306219e+07,9.09960754e+06,8.08000043e+06,6.94728924e+06,5.91590861e+06,5.06839576e+06,4.16168302e+06,3.37171018e+06,2.68225187e+06,1.92858021e+06,1.34935227e+06,7.58038953e+05,2.44991453e+05
1.35200000e+00,2.07013728e+07,1.90427941e+07,1.73982977e+07,1.58031993e+07,1.43581084e+07,1.30289214e+07,1.16532292e+07,1.02865738e+07,9.14794254e+06,8.12086839e+06,6.98109640e+06,5.94170964e+06,5.09394421e+06,4.18397635e+06,3.37946546e+06,2.68250639e+06,1.92793059e+06,1.35059553e+06,7.60190956e+05,2.44647863e+05
1.36000000e+00,2.07127980e+07,1.90586867e+07,1.74308933e+07,1.58492436e+07,1.44012323e+07,1.30679244e+07,1.16994390e+07,1.03372848e+07,9.19181642e+06,8.15750049e+06,7.01170408e+06,5.96546837e+06,5.11799037e+06,4.20523617e+06,3.38656894e+06,2.68235168e+06,1.92711508e+06,1.35165701e+06,7.62182188e+05,2.44274332e+05
1.36800000e+00,2.07050765e+07,1.90578758e+07,1.74492106e+07,1.58830700e+07,1.44334908e+07,1.30973163e+07,1.17380340e+07,1.03824056e+07,9.23091982e+06,8.18971792e+06,7.03902070e+06,5.98706739e+06,5.14033122e+06,4.22526237e+06,3.39294831e+06,2.68181669e+06,1.92613913e+06,1.35246328e+06,7.63926967e+05,2.43848398e+05
1.37600000e+00,2.06780187e+07,1.90401545e+07,1.74529557e+07,1.59043551e+07,1.44546612e+07,1.31169464e+07,1.17687793e+07,1.04215956e+07,9.26495017e+06,8.21735348e+06,7.06296709e+06,6.00639867e+06,5.16077044e+06,4.24385784e+06,3.39852936e+06,2.68092706e+06,1.92500925e+06,1.35294791e+06,7.65346734e+05,2.43349390e+05
1.38400000e+00,2.06314891e+07,1.90053566e+07,1.74418669e+07,1.59128059e+07,1.44645543e+07,1.31266953e+07,1.17914616e+07,1.04545259e+07,9.29361458e+06,8.24025142e+06,7.08347417e+06,6.02336229e+06,5.17911988e+06,4.26083102e+06,3.40323711e+06,2.67970407e+06,1.92373176e+06,1.35305151e+06,7.66370685e+05,2.42758640e+05
1.39200000e+00,2.05654058e+07,1.89533580e+07,1.74157167e+07,1.59081612e+07,1.44630123e+07,1.31264733e+07,1.18058900e+07,1.04808823e+07,9.31663273e+06,8.25826740e+06,7.10048063e+06,6.03786511e+06,5.19520087e+06,4.27599840e+06,3.40699681e+06,2.67816383e+06,1.92231157e+06,1.35272140e+06,7.66936220e+05,2.42059653e+05
1.40000000e+00,2.04797385e+07,1.88840777e+07,1.73743146e+07,1.58901925e+07,1.44499077e+07,1.31162173e+07,1.18118956e+07,1.05003691e+07,9.33373989e+06,8.27126848e+06,7.11393085e+06,6.04981933e+06,5.20884534e+06,4.28918686e+06,3.40973516e+06,2.67631656e+06,1.92075103e+06,1.35191142e+06,7.66989253e+05,2.41238229e+05
1.40800000e+00,2.03745077e+07,1.87974794e+07,1.73175099e+07,1.58587064e+07,1.44251421e+07,1.30958894e+07,1.18093321e+07,1.05127111e+07,9.34468979e+06,8.27913336e+06,7.12377282e+06,6.05914117e+06,5.21989674e+06,4.30023579e+06,3.41138138e+06,2.67416607e+06,1.91904899e+06,1.35058152e+06,7.66484413e+05,2.40282563e+05
1.41600000e+00,2.02497830e+07,1.86935722e+07,1.72451939e+07,1.58135445e+07,1.43886446e+07,1.30654740e+07,1.17980754e+07,1.05176571e+07,9.34925739e+06,8.28175258e+06,7.12995639e+06,6.06574961e+06,5.22821084e+06,4.30899889e+06,3.41186825e+06,2.67170943e+06,1.91719993e+06,1.34869747e+06,7.65385150e+05,2.39183304e+05
1.42400000e+00,2.01056811e+07,1.85724122e+07,1.71573021e+07,1.57545859e+07,1.43403707e+07,1.30249755e+07,1.17780233e+07,1.05149818e+07,9.34724140e+06,8.27902885e+06,7.13243184e+06,6.06956526e+06,5.23365626e+06,4.31534574e+06,3.41113303e+06,2.66893673e+06,1.91519335e+06,1.34623053e+06,7.63663771e+05,2.37933595e+05
1.43200000e+00,1.99423651e+07,1.84341020e+07,1.70538163e+07,1.56817476e+07,1.42803009e+07,1.29744166e+07,1.17490952e+07,1.05044879e+07,9.33846648e+06,8.27087739e+06,7.13114863e+06,6.07050950e+06,5.23611498e+06,4.31916301e+06,3.40911820e+06,2.66583100e+06,1.91301336e+06,1.34315718e+06,7.61301412e+05,2.36529085e+05
1.44000000e+00,1.97600421e+07,1.82787923e+07,1.69347658e+07,1.55949854e+07,1.42084401e+07,1.29138362e+07,1.17112318e+07,1.04860082e+07,9.32278514e+06,8.25722634e+06,7.12605460e+06,6.06850382e+06,5.23548260e+06,4.32035526e+06,3.40577207e+06,2.66236822e+06,1.91063839e+06,1.33945897e+06,7.58287975e+05,2.34967921e+05
1.44800000e+00,1.95589625e+07,1.81066809e+07,1.68002289e+07,1.54942952e+07,1.41248167e+07,1.28432881e+07,1.16643950e+07,1.04594062e+07,9.30007919e+06,8.23801706e+06,7.11709548e+06,6.06346942e+06,5.23166861e+06,4.31884556e+06,3.40104916e+06,2.65851753e+06,1.90804120e+06,1.33512235e+06,7.54622003e+05,2.33250720e+05
1.45600000e+00,1.93394183e+07,1.79180130e+07,1.66503333e+07,1.53797133e+07,1.40294821e+07,1.27628394e+07,1.16085670e+07,1.04245774e+07,9.27026077e+06,8.21320447e+06,7.10421469e+06,6.05532717e+06,5.22459648e+06,4.31457562e+06,3.39491045e+06,2.65424139e+06,1.90518901e+06,1.33013864e+06,7.50310519e+05,2.31380516e+05
1.46400000e+00,1.91017425e+07,1.77130805e+07,1.64852560e+07,1.52513166e+07,1.39225105e+07,1.26725704e+07,1.15437503e+07,1.03814499e+07,9.23327292e+06,8.18275730e+06,7.08735353e+06,6.04399774e+06,5.21420370e+06,4.30750571e+06,3.38732335e+06,2.64949596e+06,1.90204386e+06,1.32450395e+06,7.45368814e+05,2.29362691e+05
1.47200000e+00,1.88463081e+07,1.74922209e+07,1.63052233e+07,1.51092232e+07,1.38039989e+07,1.25725736e+07,1.14699677e+07,1.03299841e+07,9.18908969e+06,8.14665826e+06,7.06645161e+06,6.02940214e+06,5.20044179e+06,4.29761423e+06,3.37826163e+06,2.64423152e+06,1.89856304e+06,1.31821929e+06,7.39820178e+05,2.27204885e+05
1.48000000e+00,1.85735275e+07,1.72558162e+07,1.61105098e+07,1.49535917e+07,1.36740670e+07,1.24629539e+07,1.13872614e+07,1.02701726e+07,9.13771581e+06,8.10490409e+06,7.04144767e+06,6.01146242e+06,5.18327617e+06,4.28489708e+06,3.36770508e+06,2.63839293e+06,1.89469977e+06,1.31129054e+06,7.33695570e+05,2.24916876e+05
1.48800000e+00,1.82838519e+07,1.70042913e+07,1.59014366e+07,1.47846215e+07,1.35328582e+07,1.23438292e+07,1.12956940e+07,1.02020397e+07,9.07918594e+06,8.05750560e+06,7.01228045e+06,5.99010265e+06,5.16268607e+06,4.26936674e+06,3.35563913e+06,2.63192021e+06,1.89040388e+06,1.30372849e+06,7.27033213e+05,2.22510447e+05
1.49600000e+00,1.79777715e+07,1.67381120e+07,1.56783702e+07,1.46025519e+07,1.33805395e+07,1.22153308e+07,1.11953473e+07,1.01256403e+07,9.01356358e+06,8.00448750e+06,6.97889001e+06,5.96525007e+06,5.13866435e+06,4.25105116e+06,3.34205433e+06,2.62474920e+06,1.88562264e+06,1.29554886e+06,7.19878120e+05,2.19999218e+05
