t,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
1.50400000e+00,1.76558148e+07,1.64577832e+07,1.54417194e+07,1.44076610e+07,1.32173026e+07,1.20776042e+07,1.10863231e+07,1.00410588e+07,8.94093954e+06,7.94588830e+06,6.94121901e+06,5.93683642e+06,5.11121722e+06,4.22999250e+06,3.32694578e+06,2.61681226e+06,1.88030167e+06,1.28677227e+06,7.12281521e+05,2.17398464e+05
1.51200000e+00,1.73185487e+07,1.61638466e+07,1.51919336e+07,1.42002653e+07,1.30433644e+07,1.19308107e+07,1.09687431e+07,9.94840757e+06,8.86143030e+06,7.88176000e+06,6.89921425e+06,5.90479936e+06,5.08036395e+06,4.20624576e+06,3.31031251e+06,2.60803906e+06,1.87438584e+06,1.27742414e+06,7.04300221e+05,2.14724901e+05
1.52000000e+00,1.69665787e+07,1.58568781e+07,1.49294995e+07,1.39807183e+07,1.28589679e+07,1.17751284e+07,1.08427491e+07,9.84782559e+06,8.77517601e+06,7.81216780e+06,6.85282825e+06,5.86908393e+06,5.04613651e+06,4.17987722e+06,3.29215690e+06,2.59835744e+06,1.86782026e+06,1.26753451e+06,6.95995851e+05,2.11996451e+05
1.52800000e+00,1.66005481e+07,1.55374856e+07,1.46549381e+07,1.37494088e+07,1.26643826e+07,1.16107535e+07,1.07085026e+07,9.73947650e+06,8.68233847e+06,7.73718981e+06,6.80202090e+06,5.82964404e+06,5.00857910e+06,4.15096295e+06,3.27248402e+06,2.58769433e+06,1.86055118e+06,1.25713781e+06,6.87434039e+05,2.09231987e+05
1.53600000e+00,1.62211386e+07,1.52063060e+07,1.43688022e+07,1.35067600e+07,1.24599058e+07,1.14379021e+07,1.05661855e+07,9.62354688e+06,8.58309893e+06,7.65691667e+06,6.74676109e+06,5.78644390e+06,4.96774762e+06,4.11958712e+06,3.25130118e+06,2.57597675e+06,1.85252703e+06,1.24627254e+06,6.78683499e+05,2.06451051e+05
1.54400000e+00,1.58290692e+07,1.48640031e+07,1.40716724e+07,1.32532275e+07,1.22458625e+07,1.12568106e+07,1.04159998e+07,9.50024441e+06,8.47765596e+06,7.57145124e+06,6.68702832e+06,5.73945938e+06,4.92370906e+06,4.08584047e+06,3.22861738e+06,2.56313287e+06,1.84369924e+06,1.23498076e+06,6.69815035e+05,2.03673566e+05
1.55200000e+00,1.54250960e+07,1.45112649e+07,1.37641553e+07,1.29892980e+07,1.20226060e+07,1.10677379e+07,1.02581675e+07,9.36979603e+06,8.36622334e+06,7.48090826e+06,6.62281429e+06,5.68867923e+06,4.87654078e+06,4.04981869e+06,3.20444296e+06,2.54909307e+06,1.83402319e+06,1.22330765e+06,6.60900484e+05,2.00919525e+05
1.56000000e+00,1.50100111e+07,1.41488009e+07,1.34468795e+07,1.27154872e+07,1.17905182e+07,1.08709652e+07,1.00929305e+07,9.23244611e+06,8.24902803e+06,7.38541413e+06,6.55412428e+06,5.63410611e+06,4.82632972e+06,4.01162087e+06,3.17878935e+06,2.53379110e+06,1.82345898e+06,1.21130082e+06,6.52011605e+05,1.98208669e+05
1.56800000e+00,1.45846419e+07,1.37773403e+07,1.31204934e+07,1.24323386e+07,1.15500091e+07,1.06667974e+07,9.92055045e+06,9.08845476e+06,8.12630834e+06,7.28510658e+06,6.48097854e+06,5.57575750e+06,4.77317155e+06,3.97134811e+06,3.15166886e+06,2.51716524e+06,1.81197215e+06,1.19900965e+06,6.43218931e+05,1.95560171e+05
1.57600000e+00,1.41498489e+07,1.33976290e+07,1.27856630e+07,1.21404212e+07,1.13015168e+07,1.04555632e+07,9.74130813e+06,8.93809617e+06,7.99831219e+06,7.18013455e+06,6.40341336e+06,5.51366630e+06,4.71716971e+06,3.92910211e+06,3.12309468e+06,2.49915940e+06,1.79953436e+06,1.18648446e+06,6.34590593e+05,1.92992308e+05
1.58400000e+00,1.37065248e+07,1.30104281e+07,1.24430688e+07,1.18403283e+07,1.10455068e+07,1.02376150e+07,9.55550310e+06,8.78165719e+06,7.86529569e+06,7.07065799e+06,6.32148206e+06,5.44788127e+06,4.65843445e+06,3.88498400e+06,3.09308096e+06,2.47972433e+06,1.78612393e+06,1.17377574e+06,6.26191161e+05,1.90522148e+05
1.59200000e+00,1.32555915e+07,1.26165119e+07,1.20934045e+07,1.15326752e+07,1.07824710e+07,1.00133287e+07,9.36345309e+06,8.61943593e+06,7.72752184e+06,6.95684770e+06,6.23525575e+06,5.37846723e+06,4.59708178e+06,3.83909325e+06,3.06164299e+06,2.45881868e+06,1.77172625e+06,1.16093320e+06,6.18080490e+05,1.88165241e+05
1.60000000e+00,1.27979985e+07,1.22166657e+07,1.17373753e+07,1.12180980e+07,1.05129264e+07,9.78310307e+06,9.16549318e+06,8.45174064e+06,7.58525950e+06,6.83888526e+06,6.14482383e+06,5.30550498e+06,4.53323248e+06,3.79152674e+06,3.02879750e+06,2.43641003e+06,1.75633415e+06,1.14800492e+06,6.10312629e+05,1.85935335e+05
1.60800000e+00,1.23347198e+07,1.18116847e+07,1.13756956e+07,1.08972514e+07,1.02374136e+07,9.54735876e+06,8.96197509e+06,8.27888867e+06,7.43878258e+06,6.71696287e+06,6.05029425e+06,5.22909108e+06,4.46701105e+06,3.74237807e+06,2.99456308e+06,2.41247584e+06,1.73994806e+06,1.13503640e+06,6.02934786e+05,1.83844108e+05
1.61600000e+00,1.18667508e+07,1.14023722e+07,1.10090886e+07,1.05708071e+07,9.95649534e+06,9.30653696e+06,8.75326618e+06,8.10120569e+06,7.28836943e+06,6.59128319e+06,5.95179359e+06,5.14933733e+06,4.39854476e+06,3.69173695e+06,2.95896060e+06,2.38700430e+06,1.72257611e+06,1.12206971e+06,5.95986395e+05,1.81900941e+05
1.62400000e+00,1.13951054e+07,1.09895382e+07,1.06382848e+07,1.02394521e+07,9.67075410e+06,9.06109796e+06,8.53974856e+06,7.91902499e+06,7.13430239e+06,6.46205924e+06,5.84946681e+06,5.06637014e+06,4.32796272e+06,3.63968888e+06,2.92201377e+06,2.35999501e+06,1.70423407e+06,1.10914261e+06,5.89498301e+05,1.80112712e+05
1.63200000e+00,1.09208126e+07,1.05739983e+07,1.02640211e+07,9.90388691e+06,9.38079004e+06,8.81151935e+06,8.32181804e+06,7.73268700e+06,6.97686749e+06,6.32951407e+06,5.74347686e+06,4.98032973e+06,4.25539504e+06,3.58631492e+06,2.88374963e+06,2.33145953e+06,1.68494522e+06,1.09628779e+06,5.83492081e+05,1.78483648e+05
1.64000000e+00,1.04449124e+07,1.01565727e+07,9.88704012e+06,9.56482369e+06,9.08721858e+06,8.55829413e+06,8.09988312e+06,7.54253887e+06,6.81635434e+06,6.19388051e+06,5.63400395e+06,4.89136917e+06,4.18097211e+06,3.53169174e+06,2.84419914e+06,2.30142174e+06,1.66474004e+06,1.08353223e+06,5.77979530e+05,1.77015205e+05
1.64800000e+00,9.96845303e+06,9.73808456e+06,9.50808937e+06,9.22298437e+06,8.79066788e+06,8.30192860e+06,7.87436395e+06,7.34893426e+06,6.65305604e+06,6.05540075e+06,5.52124473e+06,4.79965333e+06,4.10482401e+06,3.47589171e+06,2.80339769e+06,2.26991801e+06,1.64365587e+06,1.07089656e+06,5.72962327e+05,1.75706013e+05
1.65600000e+00,9.49248651e+06,9.31935944e+06,9.12792060e+06,8.87909883e+06,8.49177613e+06,8.04294020e+06,7.64569123e+06,7.15223315e+06,6.48726914e+06,5.91432586e+06,5.40541122e+06,4.70535781e+06,4.02708004e+06,3.41898327e+06,2.76138554e+06,2.23699719e+06,1.62173637e+06,1.05839473e+06,5.68431887e+05,1.74551863e+05
1.66400000e+00,9.01806532e+06,8.90122396e+06,8.74728914e+06,8.53390300e+06,8.19118889e+06,7.78185534e+06,7.41430526e+06,6.95280169e+06,6.31929370e+06,5.77091519e+06,5.28672955e+06,4.60866778e+06,3.94786840e+06,3.36103136e+06,2.71820825e+06,2.20272035e+06,1.59903105e+06,1.04603365e+06,5.64369433e+05,1.73545755e+05
1.67200000e+00,8.54623860e+06,8.48450479e+06,8.36695314e+06,8.18813685e+06,7.88955634e+06,7.51920714e+06,7.18065485e+06,6.75101219e+06,6.14943323e+06,5.62543562e+06,5.16543866e+06,4.50977686e+06,3.86731600e+06,3.30209796e+06,2.67391696e+06,2.16716037e+06,1.57559460e+06,1.03381316e+06,5.60746262e+05,1.72678001e+05
1.68000000e+00,8.07804859e+06,8.07002752e+06,7.98767274e+06,7.84254244e+06,7.58753059e+06,7.25553333e+06,6.94519642e+06,6.54724298e+06,5.97799467e+06,5.47816082e+06,5.04178882e+06,4.40888601e+06,3.78554847e+06,3.24224275e+06,2.62856860e+06,2.13040122e+06,1.55148621e+06,1.02172613e+06,5.57524240e+05,1.71936379e+05
1.68800000e+00,7.61452710e+06,7.65861542e+06,7.61020914e+06,7.49786183e+06,7.28576301e+06,6.99137409e+06,6.70839292e+06,6.34187836e+06,5.80528828e+06,5.32937028e+06,4.91604011e+06,4.30620244e+06,3.70269022e+06,3.18152382e+06,2.58222593e+06,2.09253722e+06,1.52676896e+06,1.00975868e+06,5.54656495e+05,1.71306344e+05
1.69600000e+00,7.15669218e+06,7.25108824e+06,7.23532358e+06,7.15483511e+06,6.98490167e+06,6.72727009e+06,6.47071300e+06,6.13530840e+06,5.63162742e+06,5.17934832e+06,4.78846084e+06,4.20193861e+06,3.61886475e+06,3.11999842e+06,2.53495751e+06,2.05367190e+06,1.50150899e+06,9.97890708e+05,5.52088313e+05,1.70771288e+05
1.70400000e+00,6.70554492e+06,6.84826078e+06,6.86377606e+06,6.81419822e+06,6.68558892e+06,6.46376063e+06,6.23262999e+06,5.92792872e+06,5.45732831e+06,5.02838306e+06,4.65932599e+06,4.09631135e+06,3.53419493e+06,3.05772373e+06,2.48683744e+06,2.01391692e+06,1.47577490e+06,9.86096493e+05,5.49758217e+05,1.70312847e+05
1.71200000e+00,6.26206641e+06,6.45094144e+06,6.49632405e+06,6.47668095e+06,6.38845910e+06,6.20138186e+06,5.99462100e+06,5.72014015e+06,5.28270954e+06,4.87676526e+06,4.52891567e+06,3.98954096e+06,3.44880348e+06,2.99475756e+06,2.43794508e+06,1.97339067e+06,1.44963698e+06,9.74345552e+05,5.47599214e+05,1.69911245e+05
1.72000000e+00,5.82721492e+06,6.05993067e+06,6.13372089e+06,6.14300483e+06,6.09413638e+06,5.94066522e+06,5.75716601e+06,5.51234829e+06,5.10809167e+06,4.72478719e+06,4.39751359e+06,3.88185049e+06,3.36281346e+06,2.93115912e+06,2.38836453e+06,1.93221688e+06,1.42316658e+06,9.62603590e+05,5.45540170e+05,1.69545672e+05
1.72800000e+00,5.40192327e+06,5.67601924e+06,5.77671413e+06,5.81388106e+06,5.80323285e+06,5.68213595e+06,5.52074685e+06,5.30496292e+06,4.93379653e+06,4.57274147e+06,4.26540561e+06,3.77346506e+06,3.27634879e+06,2.86698967e+06,2.33818408e+06,1.89052311e+06,1.39643549e+06,9.50833598e+05,5.43507295e+05,1.69194685e+05
1.73600000e+00,4.98709640e+06,5.29998651e+06,5.42604370e+06,5.49000850e+06,5.51634675e+06,5.42631183e+06,5.28584627e+06,5.09839727e+06,4.76014658e+06,4.42091990e+06,4.13287839e+06,3.66461127e+06,3.18953482e+06,2.80231308e+06,2.28749554e+06,1.84843919e+06,1.36951530e+06,9.38997045e+05,5.41425706e+05,1.68836630e+05
1.74400000e+00,4.58360909e+06,4.93259849e+06,5.08243996e+06,5.17207170e+06,5.23406090e+06,5.17370199e+06,5.05294688e+06,4.89306718e+06,4.58746407e+06,4.26961238e+06,4.00021811e+06,3.55551669e+06,3.10249887e+06,2.73719640e+06,2.23639348e+06,1.80609569e+06,1.34247695e+06,9.27055135e+05,5.39221014e+05,1.68450063e+05
1.75200000e+00,4.19230398e+06,4.57460591e+06,4.74662154e+06,4.86073896e+06,4.95694133e+06,4.92480584e+06,4.82253009e+06,4.68939010e+06,4.41607021e+06,4.11910581e+06,3.86770934e+06,3.44640935e+06,3.01537068e+06,2.67171023e+06,2.18497441e+06,1.76362236e+06,1.31539021e+06,9.14970085e+05,5.36820913e+05,1.68014171e+05
1.76000000e+00,3.81398964e+06,4.22674215e+06,4.41929327e+06,4.55666053e+06,4.68553611e+06,4.68011219e+06,4.59507495e+06,4.48778396e+06,4.24628427e+06,3.96968317e+06,3.73563394e+06,3.33751733e+06,2.92828287e+06,2.60592910e+06,2.13333603e+06,1.72114665e+06,1.28832323e+06,9.02706391e+05,5.34156727e+05,1.67509176e+05
1.76800000e+00,3.44943891e+06,3.88972115e+06,4.10114383e+06,4.26046680e+06,4.42037431e+06,4.44009832e+06,4.37105696e+06,4.28866592e+06,4.07842260e+06,3.82162253e+06,3.60427016e+06,3.22906831e+06,2.84137126e+06,2.53993169e+06,2.08157634e+06,1.67879236e+06,1.26134225e+06,8.90232053e+05,5.31164871e+05,1.66916725e+05
1.77600000e+00,3.09938739e+06,3.56423526e+06,3.79284353e+06,3.97276665e+06,4.16196519e+06,4.20522931e+06,4.15094683e+06,4.09245102e+06,3.91279774e+06,3.67519635e+06,3.47389177e+06,3.12128917e+06,2.75477510e+06,2.47380099e+06,2.02979291e+06,1.63667836e+06,1.23451119e+06,8.77519696e+05,5.27788192e+05,1.66220237e+05
1.78400000e+00,2.76453200e+06,3.25095307e+06,3.49504197e+06,3.69414590e+06,3.91079748e+06,3.97595724e+06,3.93520908e+06,3.89955075e+06,3.74971741e+06,3.53067076e+06,3.34476736e+06,3.01440550e+06,2.66863714e+06,2.40762434e+06,1.97808216e+06,1.59491747e+06,1.20789144e+06,8.64547583e+05,5.23977166e+05,1.65405213e+05
1.79200000e+00,2.44552979e+06,2.95051726e+06,3.20836574e+06,3.42516585e+06,3.66733882e+06,3.75272057e+06,3.72430072e+06,3.71037154e+06,3.58948365e+06,3.38830495e+06,3.21715967e+06,2.90864115e+06,2.58310359e+06,2.34149339e+06,1.92653872e+06,1.55361547e+06,1.18154160e+06,8.51300462e+05,5.19690900e+05,1.64459504e+05
1.80000000e+00,2.14299679e+06,2.66354243e+06,2.93341619e+06,3.16636190e+06,3.43203534e+06,3.53594351e+06,3.51866973e+06,3.52531315e+06,3.43239191e+06,3.24835082e+06,3.09132504e+06,2.80421771e+06,2.49832399e+06,2.27550404e+06,1.87525486e+06,1.51287037e+06,1.15551728e+06,8.37770244e+05,5.14897944e+05,1.63373520e+05
1.80800000e+00,1.85750699e+06,2.39061301e+06,2.67076716e+06,2.91824236e+06,3.20531126e+06,3.32603533e+06,3.31875359e+06,3.34476719e+06,3.27873026e+06,3.11105254e+06,2.96751295e+06,2.70135388e+06,2.41445081e+06,2.20975621e+06,1.82432014e+06,1.47277181e+06,1.12987093e+06,8.23956470e+05,5.09576868e+05,1.62140381e+05
1.81600000e+00,1.58959143e+06,2.13228122e+06,2.42096295e+06,2.68128726e+06,2.98756865e+06,3.12338977e+06,3.12497769e+06,3.16911540e+06,3.12877862e+06,2.97664643e+06,2.84596557e+06,2.60026487e+06,2.33163901e+06,2.14435366e+06,1.77382108e+06,1.43340066e+06,1.10465168e+06,8.09866575e+05,5.03716610e+05,1.60756015e+05
1.82400000e+00,1.33973740e+06,1.88906504e+06,2.18451622e+06,2.45594743e+06,2.77918719e+06,2.92838440e+06,2.93775383e+06,2.99872817e+06,2.98280809e+06,2.84536074e+06,2.72691742e+06,2.50116164e+06,2.25004545e+06,2.07940365e+06,1.72384097e+06,1.39482883e+06,1.07990522e+06,7.95515924e+05,4.97316586e+05,1.59219188e+05
1.83200000e+00,1.10838763e+06,1.66144641e+06,1.96190615e+06,2.24264353e+06,2.58052400e+06,2.74137992e+06,2.75747858e+06,2.83396295e+06,2.84108035e+06,2.71741571e+06,2.61059500e+06,2.40425019e+06,2.16982812e+06,2.01501661e+06,1.67445993e+06,1.35711925e+06,1.05567370e+06,7.80927641e+05,4.90386560e+05,1.57531474e+05
1.84000000e+00,8.95939702e+05,1.44986941e+06,1.75357665e+06,2.04176525e+06,2.39191351e+06,2.56271954e+06,2.58453171e+06,2.67516276e+06,2.70384713e+06,2.59302354e+06,2.49721655e+06,2.30973066e+06,2.09114531e+06,1.95130580e+06,1.62575489e+06,1.32032611e+06,1.03199561e+06,7.66132221e+05,4.82946294e+05,1.55697174e+05
1.84800000e+00,7.02745369e+05,1.25473863e+06,1.55993476e+06,1.85367066e+06,2.21366726e+06,2.39272823e+06,2.41927463e+06,2.52265479e+06,2.57134979e+06,2.47238856e+06,2.38699173e+06,2.21779655e+06,2.01415467e+06,1.88838684e+06,1.57779989e+06,1.28449513e+06,1.00890571e+06,7.51166954e+05,4.75024975e+05,1.53723173e+05
1.85600000e+00,5.29110067e+05,1.07641769e+06,1.38134922e+06,1.67868558e+06,2.04607386e+06,2.23171202e+06,2.26204893e+06,2.37674903e+06,2.44381891e+06,2.35570731e+06,2.28012141e+06,2.12863375e+06,1.93901220e+06,1.82637731e+06,1.53066631e+06,1.24966408e+06,9.86434985e+05,7.36075173e+05,4.66660467e+05,1.51618752e+05
1.86400000e+00,3.75292418e+05,9.15227846e+05,1.21814916e+06,1.51710306e+06,1.88939873e+06,2.07995730e+06,2.11317482e+06,2.23773702e+06,2.32147399e+06,2.24316878e+06,2.17679742e+06,2.04241968e+06,1.86587120e+06,1.76539625e+06,1.48442327e+06,1.21586344e+06,9.64610565e+05,7.20905365e+05,4.57898387e+05,1.49395356e+05
1.87200000e+00,2.41503822e+05,7.71446821e+05,1.07062299e+06,1.36918297e+06,1.74388405e+06,1.93773003e+06,1.97294985e+06,2.10589074e+06,2.20452316e+06,2.13495451e+06,2.07720232e+06,1.95932236e+06,1.79488116e+06,1.70556366e+06,1.43913804e+06,1.18311705e+06,9.43455734e+05,7.05710159e+05,4.48791049e+05,1.47066326e+05
1.88000000e+00,1.27908112e+05,6.45307764e+05,9.39017497e+05,1.23515163e+06,1.60974850e+06,1.80527505e+06,1.84164754e+06,1.98146152e+06,2.09316299e+06,2.03123884e+06,1.98150921e+06,1.87949961e+06,1.72618667e+06,1.64699998e+06,1.39487650e+06,1.15144294e+06,9.22989917e+05,6.90545243e+05,4.39396309e+05,1.44646607e+05
1.88800000e+00,3.46212641e+04,5.36998380e+05,8.23537041e+05,1.11520155e+06,1.48718709e+06,1.68281534e+06,1.71951624e+06,1.86467920e+06,1.98757826e+06,1.93218895e+06,1.88988148e+06,1.80309816e+06,1.65992638e+06,1.58982559e+06,1.35170356e+06,1.12085416e+06,9.03228720e+05,6.75468229e+05,4.29776341e+05,1.42152432e+05
1.89600000e+00,-3.82888069e+04,4.46660240e+05,7.24342979e+05,1.00949117e+06,1.37637094e+06,1.57055129e+06,1.60677809e+06,1.75575125e+06,1.88794176e+06,1.83796500e+06,1.80247264e+06,1.73025295e+06,1.59623195e+06,1.53416015e+06,1.30968361e+06,1.09135969e+06,8.84183989e+05,6.60537513e+05,4.19996372e+05,1.39600999e+05
1.90400000e+00,-9.08023925e+04,3.74388262e+05,6.41553240e+05,9.18144730e+05,1.27744701e+06,1.46866008e+06,1.50362804e+06,1.65486216e+06,1.79441409e+06,1.74872015e+06,1.71942614e+06,1.66108647e+06,1.53522710e+06,1.48012211e+06,1.26888085e+06,1.06296520e+06,8.65863913e+05,6.45811155e+05,4.10123428e+05,1.37010139e+05
1.91200000e+00,-1.22948048e+05,3.20230360e+05,5.75242064e+05,8.41252141e+05,1.19053783e+06,1.37729502e+06,1.41023314e+06,1.56217285e+06,1.70714351e+06,1.66460048e+06,1.64087514e+06,1.59570821e+06,1.47702676e+06,1.42782805e+06,1.22935964e+06,1.03567399e+06,8.48273161e+05,6.31345821e+05,4.00225101e+05,1.34398001e+05
1.92000000e+00,-1.34802572e+05,2.84187277e+05,5.25439892e+05,7.78868933e+05,1.11574120e+06,1.29658499e+06,1.32673188e+06,1.47782028e+06,1.62626563e+06,1.58574488e+06,1.56694237e+06,1.53421425e+06,1.42173628e+06,1.37739212e+06,1.19118466e+06,1.00948769e+06,8.31413059e+05,6.17195802e+05,3.90368380e+05,1.31782734e+05
1.92800000e+00,-1.26490891e+05,2.66212574e+05,4.92133421e+05,7.31016227e+05,1.05312991e+06,1.22663391e+06,1.25323378e+06,1.40191709e+06,1.55190325e+06,1.51228479e+06,1.49773996e+06,1.47668694e+06,1.36945082e+06,1.32892535e+06,1.15442105e+06,9.84406981e+05,8.15281807e+05,6.03412152e+05,3.80618564e+05,1.29182203e+05
1.93600000e+00,-9.81858605e+04,2.66212797e+05,4.75265789e+05,6.97680765e+05,1.00275140e+06,1.16752032e+06,1.18981907e+06,1.33455150e+06,1.48416597e+06,1.44434390e+06,1.43336924e+06,1.42319478e+06,1.32025482e+06,1.28253507e+06,1.11913436e+06,9.60432244e+05,7.99874731e+05,5.90041944e+05,3.71038290e+05,1.26613715e+05
1.94400000e+00,-5.01079567e+04,2.84047798e+05,4.74736907e+05,6.78814970e+05,9.64627444e+05,1.11929700e+06,1.13653861e+06,1.27578715e+06,1.42314996e+06,1.38203769e+06,1.37392063e+06,1.37379237e+06,1.27422163e+06,1.23832426e+06,1.08539045e+06,9.37564048e+05,7.85184569e+05,5.77127677e+05,3.61686672e+05,1.24093787e+05
1.95200000e+00,1.74751227e+04,3.19531220e+05,4.90403922e+05,6.74337053e+05,9.38753821e+05,1.08199071e+06,1.09341392e+06,1.22566321e+06,1.36893754e+06,1.32547294e+06,1.31947345e+06,1.32852060e+06,1.23141328e+06,1.19639095e+06,1.05325521e+06,9.15803570e+05,7.71201797e+05,5.64706832e+05,3.52618585e+05,1.21637933e+05
1.96000000e+00,1.04248969e+05,3.72431130e+05,5.22081797e+05,6.84131158e+05,9.25100028e+05,1.05560195e+06,1.06043745e+06,1.18419454e+06,1.32159679e+06,1.27474712e+06,1.27009585e+06,1.28740687e+06,1.19188041e+06,1.15682754e+06,1.02279416e+06,8.95152892e+05,7.57914969e+05,5.52811578e+05,3.43884083e+05,1.19260497e+05
1.96800000e+00,2.09853079e+05,4.42470800e+05,5.69544025e+05,7.08047554e+05,9.23608969e+05,1.04010492e+06,1.03757290e+06,1.15137191e+06,1.28118116e+06,1.22994767e+06,1.22584458e+06,1.25046551e+06,1.15566231e+06,1.11972029e+06,9.94072017e+05,8.75615184e+05,7.45311087e+05,5.41468638e+05,3.35527970e+05,1.16974511e+05
1.97600000e+00,3.33881576e+05,5.29329623e+05,6.32523442e+05,7.45902869e+05,9.34196686e+05,1.03544743e+06,1.02475577e+06,1.12716240e+06,1.24772900e+06,1.19115122e+06,1.18676496e+06,1.21769826e+06,1.12278708e+06,1.08514867e+06,9.67152051e+05,8.57194768e+05,7.33375974e+05,5.30699297e+05,3.27589506e+05,1.14791595e+05
1.98400000e+00,4.75884045e+05,6.32644170e+05,7.10713160e+05,7.97480381e+05,9.56752123e+05,1.04155099e+06,1.02189406e+06,1.11150987e+06,1.22126311e+06,1.15842282e+06,1.15289067e+06,1.18909495e+06,1.09327200e+06,1.05318489e+06,9.42095430e+05,8.39897089e+05,7.22094667e+05,5.20519540e+05,3.20102250e+05,1.12721885e+05
1.99200000e+00,6.35366473e+05,7.52009367e+05,8.03767604e+05,8.62530361e+05,9.91136914e+05,1.05831096e+06,1.02886903e+06,1.10433548e+06,1.20179031e+06,1.13181505e+06,1.12424368e+06,1.16463412e+06,1.06712387e+06,1.02389334e+06,9.18960469e+05,8.23728578e+05,7.11451790e+05,5.10940316e+05,3.13094031e+05,1.10773998e+05
2.00000000e+00,8.11792297e+05,8.86979791e+05,9.11303644e+05,9.40770478e+05,1.03718523e+06,1.08559676e+06,1.04553609e+06,1.10553835e+06,1.18930099e+06,1.11136712e+06,1.10083415e+06,1.14428383e+06,1.04433959e+06,9.97330193e+05,8.97801849e+05,8.08696435e+05,7.01431932e+05,5.01967900e+05,3.06587030e+05,1.08955023e+05
